id,nft_rank,rarity score,img_url,is_one_of_one,background,body,eyes,look,mouth,gender,accessory,outfit,food,facial hair,trait_count,background,body,eyes,look,mouth,gender,accessory,outfit,food,facial hair,trait_count
3728,497,300.94,QmTSgHvkYHEyxS3TdJ1hznkB1XXW7vXaraFiEwHV9vgdNP/3728,No,Orange,Hay Cool,Fire,None,None,Jack,Sneakers,None,None,Lumberjack Beard,4,17.1,10.6,43.1,1.1,14.4,2.0,116.7,1.8,1.1,91.5,1.5
4851,125,455.64,QmTSgHvkYHEyxS3TdJ1hznkB1XXW7vXaraFiEwHV9vgdNP/4851,No,Light Blue,Hay Cool,Four-eyes,None,None,Jack,None,Gnome,None,Lumberjack Beard,4,17.2,10.6,26.9,1.1,14.4,2.0,1.7,287.7,1.1,91.5,1.5
3972,1740,221.72,QmTSgHvkYHEyxS3TdJ1hznkB1XXW7vXaraFiEwHV9vgdNP/3972,No,Light Blue,Hay Purple,Four-eyes,None,None,Jack,None,Blue Turtleneck,None,Lumberjack Beard,4,17.2,10.7,26.9,1.1,14.4,2.0,1.7,53.7,1.1,91.5,1.5
1790,264,378.62,QmTSgHvkYHEyxS3TdJ1hznkB1XXW7vXaraFiEwHV9vgdNP/1790,No,Blue,Flappy Mud,Kawaii,None,None,Jack,Blue Cap,None,None,Lumberjack Beard,2,16.8,27.9,18.5,1.1,14.4,2.0,54.4,1.8,1.1,91.5,149.2
1010,613,283.79,QmTSgHvkYHEyxS3TdJ1hznkB1XXW7vXaraFiEwHV9vgdNP/1010,No,Light Blue,Flappy Oreo,Kawaii,None,None,Jack,None,Pink Hoodie,None,Lumberjack Beard,5,17.2,85.7,18.5,1.1,14.4,2.0,1.7,45.8,1.1,91.5,4.9
7801,996,250.89,QmTSgHvkYHEyxS3TdJ1hznkB1XXW7vXaraFiEwHV9vgdNP/7801,No,Light Blue,Hay Purple,Kawaii,None,None,Jack,None,None,Loco Taco,Lumberjack Beard,4,17.2,10.7,18.5,1.1,14.4,2.0,1.7,1.8,90.5,91.5,1.5
7178,669,277.30,QmTSgHvkYHEyxS3TdJ1hznkB1XXW7vXaraFiEwHV9vgdNP/7178,No,Lavender,Hay Snow,Notice Me Senpai,None,None,Jack,Sneakers,None,None,Lumberjack Beard,4,16.4,10.9,19.8,1.1,14.4,2.0,116.7,1.8,1.1,91.5,1.5
5629,1004,250.45,QmTSgHvkYHEyxS3TdJ1hznkB1XXW7vXaraFiEwHV9vgdNP/5629,No,Lime,Hay Treasure,Notice Me Senpai,None,None,Jack,Red Scarf,None,None,Lumberjack Beard,4,16.2,17.1,19.8,1.1,14.4,2.0,83.9,1.8,1.1,91.5,1.5
916,1604,225.17,QmTSgHvkYHEyxS3TdJ1hznkB1XXW7vXaraFiEwHV9vgdNP/916,No,Starry Plum,Flappy Cool,Notice Me Senpai,None,None,Jack,Purple Beanie,None,None,Lumberjack Beard,4,30.7,15.2,19.8,1.1,14.4,2.0,46.0,1.8,1.1,91.5,1.5
6925,2305,206.82,QmTSgHvkYHEyxS3TdJ1hznkB1XXW7vXaraFiEwHV9vgdNP/6925,No,Lime,Hay Purple,Notice Me Senpai,None,None,Jack,None,Red Puffer,None,Lumberjack Beard,4,16.2,10.7,19.8,1.1,14.4,2.0,1.7,46.8,1.1,91.5,1.5
3510,78,527.44,QmTSgHvkYHEyxS3TdJ1hznkB1XXW7vXaraFiEwHV9vgdNP/3510,No,Purple,Flappy Turquoise,Pleased,Moby Donk,None,Jack,None,None,None,Lumberjack Beard,4,17.8,31.1,28.9,335.6,14.4,2.0,1.7,1.8,1.1,91.5,1.5
6615,474,304.05,QmTSgHvkYHEyxS3TdJ1hznkB1XXW7vXaraFiEwHV9vgdNP/6615,No,Light Blue,Hay Blue,Pleased,None,None,Jack,None,Business Formal,None,Lumberjack Beard,4,17.2,29.6,28.9,1.1,14.4,2.0,1.7,115.1,1.1,91.5,1.5
1184,526,297.42,QmTSgHvkYHEyxS3TdJ1hznkB1XXW7vXaraFiEwHV9vgdNP/1184,No,Light Blue,Droopy Warm,Pleased,None,None,Jack,Carrot Headset,None,None,Lumberjack Beard,5,17.2,14.4,28.9,1.1,14.4,2.0,120.2,1.8,1.1,91.5,4.9
2953,982,251.46,QmTSgHvkYHEyxS3TdJ1hznkB1XXW7vXaraFiEwHV9vgdNP/2953,No,Pink,Hay Snow,Pleased,None,None,Jack,Straw Hat,None,None,Lumberjack Beard,3,18.7,10.9,28.9,1.1,14.4,2.0,73.2,1.8,1.1,91.5,7.8
3223,1016,249.61,QmTSgHvkYHEyxS3TdJ1hznkB1XXW7vXaraFiEwHV9vgdNP/3223,No,Metropol Dawn,Hay Warm,Pleased,None,None,Jack,Tank Chain,None,None,Lumberjack Beard,4,26.1,10.0,28.9,1.1,14.4,2.0,71.3,1.8,1.1,91.5,1.5
1367,76,538.79,QmTSgHvkYHEyxS3TdJ1hznkB1XXW7vXaraFiEwHV9vgdNP/1367,No,Metropol Night,Hay Blue,Rest,Swol Body,None,Jack,None,None,None,Lumberjack Beard,4,24.4,29.6,20.5,350.2,14.4,2.0,1.7,1.8,1.1,91.5,1.5
2957,1353,233.72,QmTSgHvkYHEyxS3TdJ1hznkB1XXW7vXaraFiEwHV9vgdNP/2957,No,Light Blue,Droopy Warm,Rest,None,None,Jack,Yellow Scarf,None,None,Lumberjack Beard,4,17.2,14.4,20.5,1.1,14.4,2.0,68.3,1.8,1.1,91.5,1.5
2680,1739,221.73,QmTSgHvkYHEyxS3TdJ1hznkB1XXW7vXaraFiEwHV9vgdNP/2680,No,Metropol Dawn,Flappy Cool,Rest,None,None,Jack,Red Beanie,None,None,Lumberjack Beard,4,26.1,15.2,20.5,1.1,14.4,2.0,46.6,1.8,1.1,91.5,1.5
7633,2092,211.96,QmTSgHvkYHEyxS3TdJ1hznkB1XXW7vXaraFiEwHV9vgdNP/7633,No,Light Blue,Flappy Cool,Rest,None,None,Jack,None,Pink Hoodie,None,Lumberjack Beard,4,17.2,15.2,20.5,1.1,14.4,2.0,1.7,45.8,1.1,91.5,1.5
1319,82,509.62,QmTSgHvkYHEyxS3TdJ1hznkB1XXW7vXaraFiEwHV9vgdNP/1319,No,Sky Day,Hay Purple,Shades,None,None,Jack,None,Gnome,None,Lumberjack Beard,4,59.2,10.7,38.7,1.1,14.4,2.0,1.7,287.7,1.1,91.5,1.5
1581,225,401.25,QmTSgHvkYHEyxS3TdJ1hznkB1XXW7vXaraFiEwHV9vgdNP/1581,No,Purple,Hay Treasure,Shades,None,None,Jack,Choker,None,None,Lumberjack Beard,2,17.8,17.1,38.7,1.1,14.4,2.0,66.6,1.8,1.1,91.5,149.2
514,767,268.78,QmTSgHvkYHEyxS3TdJ1hznkB1XXW7vXaraFiEwHV9vgdNP/514,No,Starry Plum,Droopy Blue,Shades,None,None,Jack,Purple Beanie,None,None,Lumberjack Beard,4,30.7,39.9,38.7,1.1,14.4,2.0,46.0,1.8,1.1,91.5,1.5
4815,422,312.73,QmTSgHvkYHEyxS3TdJ1hznkB1XXW7vXaraFiEwHV9vgdNP/4815,No,Blue,Hay Cool,Simp,None,None,Jack,Black Cap,None,None,Lumberjack Beard,6,16.8,10.6,19.5,1.1,14.4,2.0,63.4,1.8,1.1,91.5,90.5
5421,528,297.19,QmTSgHvkYHEyxS3TdJ1hznkB1XXW7vXaraFiEwHV9vgdNP/5421,No,Lavender,Flappy Turquoise,Simp,None,None,Jack,Sneakers,None,None,Lumberjack Beard,4,16.4,31.1,19.5,1.1,14.4,2.0,116.7,1.8,1.1,91.5,1.5
7991,574,290.31,QmTSgHvkYHEyxS3TdJ1hznkB1XXW7vXaraFiEwHV9vgdNP/7991,No,Lime,Hay Cool,Simp,None,None,Jack,None,None,Choco Donut,Lumberjack Beard,4,16.2,10.6,19.5,1.1,14.4,2.0,1.7,1.8,129.9,91.5,1.5
307,1106,244.94,QmTSgHvkYHEyxS3TdJ1hznkB1XXW7vXaraFiEwHV9vgdNP/307,No,Lavender,Hay Warm,Simp,None,None,Jack,None,Detective,None,Lumberjack Beard,4,16.4,10.0,19.5,1.1,14.4,2.0,1.7,85.7,1.1,91.5,1.5
3655,612,284.07,QmTSgHvkYHEyxS3TdJ1hznkB1XXW7vXaraFiEwHV9vgdNP/3655,No,Blue,Hay Purple,Sleepy Four-eyes,None,None,Jack,None,Business Casual,None,Lumberjack Beard,3,16.8,10.7,21.9,1.1,14.4,2.0,1.7,115.1,1.1,91.5,7.8
3699,1019,249.37,QmTSgHvkYHEyxS3TdJ1hznkB1XXW7vXaraFiEwHV9vgdNP/3699,No,Light Blue,Hay Snow,Sleepy Four-eyes,None,None,Jack,None,Black Tld Tee,None,Lumberjack Beard,3,17.2,10.9,21.9,1.1,14.4,2.0,1.7,79.8,1.1,91.5,7.8
3864,1032,248.85,QmTSgHvkYHEyxS3TdJ1hznkB1XXW7vXaraFiEwHV9vgdNP/3864,No,Chamomile,Hay Blue,Sleepy Four-eyes,None,None,Jack,None,Red Jumper,None,Lumberjack Beard,4,16.3,29.6,21.9,1.1,14.4,2.0,1.7,67.7,1.1,91.5,1.5
569,1450,230.47,QmTSgHvkYHEyxS3TdJ1hznkB1XXW7vXaraFiEwHV9vgdNP/569,No,Magenta,Flappy Turquoise,Sleepy Four-eyes,None,None,Jack,None,Pink Hoodie,None,Lumberjack Beard,4,18.4,31.1,21.9,1.1,14.4,2.0,1.7,45.8,1.1,91.5,1.5
3834,249,388.84,QmTSgHvkYHEyxS3TdJ1hznkB1XXW7vXaraFiEwHV9vgdNP/3834,No,Mint,Flappy Oreo,Sparkles,None,None,Jack,Black Cap,None,None,Lumberjack Beard,6,16.6,85.7,20.7,1.1,14.4,2.0,63.4,1.8,1.1,91.5,90.5
4318,876,259.84,QmTSgHvkYHEyxS3TdJ1hznkB1XXW7vXaraFiEwHV9vgdNP/4318,No,Lavender,Hay Blue,Sparkles,None,None,Jack,None,Black Tld Tee,None,Lumberjack Beard,4,16.4,29.6,20.7,1.1,14.4,2.0,1.7,79.8,1.1,91.5,1.5
2686,1995,214.34,QmTSgHvkYHEyxS3TdJ1hznkB1XXW7vXaraFiEwHV9vgdNP/2686,No,Chamomile,Hay Treasure,Sparkles,None,None,Jack,None,Red Puffer,None,Lumberjack Beard,4,16.3,17.1,20.7,1.1,14.4,2.0,1.7,46.8,1.1,91.5,1.5
1046,2052,212.93,QmTSgHvkYHEyxS3TdJ1hznkB1XXW7vXaraFiEwHV9vgdNP/1046,No,Metropol Night,Hay Warm,Sparkles,Naked,None,Jack,None,None,None,Lumberjack Beard,4,24.4,10.0,20.7,43.8,14.4,2.0,1.7,1.8,1.1,91.5,1.5
4754,2241,208.13,QmTSgHvkYHEyxS3TdJ1hznkB1XXW7vXaraFiEwHV9vgdNP/4754,No,Chamomile,Hay Snow,Sparkles,None,None,Jack,None,Blue Stripe Tee,None,Lumberjack Beard,4,16.3,10.9,20.7,1.1,14.4,2.0,1.7,46.8,1.1,91.5,1.5
3652,310,356.74,QmTSgHvkYHEyxS3TdJ1hznkB1XXW7vXaraFiEwHV9vgdNP/3652,No,Magenta,Hay Purple,Stare,None,None,Jack,Blue Cap,None,None,Lumberjack Beard,2,18.4,10.7,12.2,1.1,14.4,2.0,54.4,1.8,1.1,91.5,149.2
4176,375,325.54,QmTSgHvkYHEyxS3TdJ1hznkB1XXW7vXaraFiEwHV9vgdNP/4176,No,Pink,Droopy Yellow,Stare,None,None,Jack,Sneakers,None,None,Lumberjack Beard,4,18.7,64.4,12.2,1.1,14.4,2.0,116.7,1.8,1.1,91.5,1.5
5140,463,306.05,QmTSgHvkYHEyxS3TdJ1hznkB1XXW7vXaraFiEwHV9vgdNP/5140,No,Starry Green,Droopy Warm,Stare,None,None,Jack,None,Business Casual,None,Lumberjack Beard,3,44.8,14.4,12.2,1.1,14.4,2.0,1.7,115.1,1.1,91.5,7.8
3708,478,303.52,QmTSgHvkYHEyxS3TdJ1hznkB1XXW7vXaraFiEwHV9vgdNP/3708,No,Lime,Flappy Turquoise,Stare,None,None,Jack,None,None,Choco Donut,Lumberjack Beard,4,16.2,31.1,12.2,1.1,14.4,2.0,1.7,1.8,129.9,91.5,1.5
5980,563,292.60,QmTSgHvkYHEyxS3TdJ1hznkB1XXW7vXaraFiEwHV9vgdNP/5980,No,Starry Sand,Flappy Oreo,Stare,None,None,Jack,None,Aqua Puffer,None,Lumberjack Beard,4,33.7,85.7,12.2,1.1,14.4,2.0,1.7,47.7,1.1,91.5,1.5
3867,1021,249.34,QmTSgHvkYHEyxS3TdJ1hznkB1XXW7vXaraFiEwHV9vgdNP/3867,No,Starry Green,Flappy Turquoise,Stare,None,None,Jack,None,Purple Puffer,None,Lumberjack Beard,4,44.8,31.1,12.2,1.1,14.4,2.0,1.7,47.9,1.1,91.5,1.5
3193,1226,238.94,QmTSgHvkYHEyxS3TdJ1hznkB1XXW7vXaraFiEwHV9vgdNP/3193,No,Pink,Hay Purple,Stare,None,None,Jack,Golf,None,None,Lumberjack Beard,5,18.7,10.7,12.2,1.1,14.4,2.0,80.6,1.8,1.1,91.5,4.9
1127,1307,235.59,QmTSgHvkYHEyxS3TdJ1hznkB1XXW7vXaraFiEwHV9vgdNP/1127,No,Metropol Dawn,Hay Purple,Stare,None,None,Jack,Straw Hat,None,None,Lumberjack Beard,4,26.1,10.7,12.2,1.1,14.4,2.0,73.2,1.8,1.1,91.5,1.5
5531,1451,230.46,QmTSgHvkYHEyxS3TdJ1hznkB1XXW7vXaraFiEwHV9vgdNP/5531,No,Magenta,Droopy Blue,Stare,None,None,Jack,Red Beanie,None,None,Lumberjack Beard,4,18.4,39.9,12.2,1.1,14.4,2.0,46.6,1.8,1.1,91.5,1.5
2980,1641,224.18,QmTSgHvkYHEyxS3TdJ1hznkB1XXW7vXaraFiEwHV9vgdNP/2980,No,Chamomile,Hay Snow,Stare,None,None,Jack,Tank Chain,None,None,Lumberjack Beard,4,16.3,10.9,12.2,1.1,14.4,2.0,71.3,1.8,1.1,91.5,1.5
1887,1665,223.39,QmTSgHvkYHEyxS3TdJ1hznkB1XXW7vXaraFiEwHV9vgdNP/1887,No,Light Blue,Droopy Warm,Stare,None,None,Jack,None,Green Turtleneck,None,Lumberjack Beard,5,17.2,14.4,12.2,1.1,14.4,2.0,1.7,62.9,1.1,91.5,4.9
5326,1979,214.76,QmTSgHvkYHEyxS3TdJ1hznkB1XXW7vXaraFiEwHV9vgdNP/5326,No,Metropol Dawn,Flappy Cool,Stare,None,None,Jack,None,Purple Puffer,None,Lumberjack Beard,4,26.1,15.2,12.2,1.1,14.4,2.0,1.7,47.9,1.1,91.5,1.5
1393,2152,210.29,QmTSgHvkYHEyxS3TdJ1hznkB1XXW7vXaraFiEwHV9vgdNP/1393,No,Pink,Flappy Cool,Stare,Naked,None,Jack,None,None,None,Lumberjack Beard,3,18.7,15.2,12.2,43.8,14.4,2.0,1.7,1.8,1.1,91.5,7.8
7941,2663,198.73,QmTSgHvkYHEyxS3TdJ1hznkB1XXW7vXaraFiEwHV9vgdNP/7941,No,Light Blue,Hay Warm,Stare,None,None,Jack,None,Blue Hoodie,None,Lumberjack Beard,4,17.2,10.0,12.2,1.1,14.4,2.0,1.7,46.0,1.1,91.5,1.5
7929,606,284.86,QmTSgHvkYHEyxS3TdJ1hznkB1XXW7vXaraFiEwHV9vgdNP/7929,No,Starry Sand,Droopy Yellow,Stoned,None,None,Jack,None,Red Stripe Tee,None,Lumberjack Beard,3,33.7,64.4,13.0,1.1,14.4,2.0,1.7,54.1,1.1,91.5,7.8
2174,870,260.58,QmTSgHvkYHEyxS3TdJ1hznkB1XXW7vXaraFiEwHV9vgdNP/2174,No,Sky Sunset,Flappy Cool,Stoned,None,None,Jack,None,Red Stripe Tee,None,Lumberjack Beard,4,65.0,15.2,13.0,1.1,14.4,2.0,1.7,54.1,1.1,91.5,1.5
1692,881,259.51,QmTSgHvkYHEyxS3TdJ1hznkB1XXW7vXaraFiEwHV9vgdNP/1692,No,Starry Sand,Flappy Turquoise,Stoned,None,None,Jack,Yellow Scarf,None,None,Lumberjack Beard,4,33.7,31.1,13.0,1.1,14.4,2.0,68.3,1.8,1.1,91.5,1.5
11,20,"10,217.20",QmTSgHvkYHEyxS3TdJ1hznkB1XXW7vXaraFiEwHV9vgdNP/11,Yes,Matrix,Flappy Treasure,Third Eye,Bus,None,Jack,None,None,None,Lumberjack Beard,4,2013.8,14.6,19.7,8055.0,14.4,2.0,1.7,1.8,1.1,91.5,1.5
55,544,294.61,QmTSgHvkYHEyxS3TdJ1hznkB1XXW7vXaraFiEwHV9vgdNP/55,No,Starry Green,Flappy Turquoise,Third Eye,None,None,Jack,None,Detective,None,Lumberjack Beard,4,44.8,31.1,19.7,1.1,14.4,2.0,1.7,85.7,1.1,91.5,1.5
1164,839,263.00,QmTSgHvkYHEyxS3TdJ1hznkB1XXW7vXaraFiEwHV9vgdNP/1164,No,Starry Blue,Flappy Cool,Third Eye,None,None,Jack,None,Green Turtleneck,None,Lumberjack Beard,3,45.5,15.2,19.7,1.1,14.4,2.0,1.7,62.9,1.1,91.5,7.8
2838,1176,240.78,QmTSgHvkYHEyxS3TdJ1hznkB1XXW7vXaraFiEwHV9vgdNP/2838,No,Metropol Sunset,Flappy Mud,Third Eye,None,None,Jack,Blue Cap,None,None,Lumberjack Beard,4,25.3,27.9,19.7,1.1,14.4,2.0,54.4,1.8,1.1,91.5,1.5
3420,343,341.04,QmTSgHvkYHEyxS3TdJ1hznkB1XXW7vXaraFiEwHV9vgdNP/3420,No,Chamomile,Flappy Oreo,Wink,None,None,Jack,Colored Headset,None,None,Lumberjack Beard,4,16.3,85.7,12.1,1.1,14.4,2.0,113.5,1.8,1.1,91.5,1.5
5970,582,289.30,QmTSgHvkYHEyxS3TdJ1hznkB1XXW7vXaraFiEwHV9vgdNP/5970,No,Burgundy,Hay Warm,Wink,None,None,Jack,None,None,Choco Donut,Lumberjack Beard,3,16.9,10.0,12.1,1.1,14.4,2.0,1.7,1.8,129.9,91.5,7.8
7210,681,276.59,QmTSgHvkYHEyxS3TdJ1hznkB1XXW7vXaraFiEwHV9vgdNP/7210,No,Metropol Dawn,Hay Warm,Wink,None,None,Jack,None,Business Formal,None,Lumberjack Beard,4,26.1,10.0,12.1,1.1,14.4,2.0,1.7,115.1,1.1,91.5,1.5
5743,730,271.64,QmTSgHvkYHEyxS3TdJ1hznkB1XXW7vXaraFiEwHV9vgdNP/5743,No,Lime,Flappy Treasure,Wink,None,None,Jack,Karaoke,None,None,Lumberjack Beard,5,16.2,14.6,12.1,1.1,14.4,2.0,111.9,1.8,1.1,91.5,4.9
3006,1348,233.88,QmTSgHvkYHEyxS3TdJ1hznkB1XXW7vXaraFiEwHV9vgdNP/3006,No,Lime,Droopy Blue,Wink,None,None,Jack,None,Blue Hoodie,None,Lumberjack Beard,3,16.2,39.9,12.1,1.1,14.4,2.0,1.7,46.0,1.1,91.5,7.8
4108,1638,224.26,QmTSgHvkYHEyxS3TdJ1hznkB1XXW7vXaraFiEwHV9vgdNP/4108,No,Purple,Flappy Mud,Wink,None,None,Jack,None,Red Puffer,None,Lumberjack Beard,3,17.8,27.9,12.1,1.1,14.4,2.0,1.7,46.8,1.1,91.5,7.8
6700,1823,219.24,QmTSgHvkYHEyxS3TdJ1hznkB1XXW7vXaraFiEwHV9vgdNP/6700,No,Lime,Hay Blue,Wink,None,None,Jack,None,Purple Puffer,None,Lumberjack Beard,4,16.2,29.6,12.1,1.1,14.4,2.0,1.7,47.9,1.1,91.5,1.5
7446,89,495.43,QmTSgHvkYHEyxS3TdJ1hznkB1XXW7vXaraFiEwHV9vgdNP/7446,No,Sky Day,Droopy Warm,XX,None,None,Jack,None,Gnome,None,Lumberjack Beard,4,59.2,14.4,20.8,1.1,14.4,2.0,1.7,287.7,1.1,91.5,1.5
4523,271,374.35,QmTSgHvkYHEyxS3TdJ1hznkB1XXW7vXaraFiEwHV9vgdNP/4523,No,Pink,Hay Blue,XX,None,None,Jack,Wizardonk,None,None,Lumberjack Beard,4,18.7,29.6,20.8,1.1,14.4,2.0,191.8,1.8,1.1,91.5,1.5
5141,711,273.68,QmTSgHvkYHEyxS3TdJ1hznkB1XXW7vXaraFiEwHV9vgdNP/5141,No,Pink,Flappy Mud,XX,None,None,Jack,Heli Hat,None,None,Lumberjack Beard,5,18.7,27.9,20.8,1.1,14.4,2.0,89.5,1.8,1.1,91.5,4.9
5534,899,258.06,QmTSgHvkYHEyxS3TdJ1hznkB1XXW7vXaraFiEwHV9vgdNP/5534,No,Sky Day,Droopy Snow,XX,Naked,None,Jack,None,None,None,Lumberjack Beard,4,59.2,20.2,20.8,43.8,14.4,2.0,1.7,1.8,1.1,91.5,1.5
240,1157,241.83,QmTSgHvkYHEyxS3TdJ1hznkB1XXW7vXaraFiEwHV9vgdNP/240,No,Burgundy,Flappy Mud,XX,None,None,Jack,None,Green Turtleneck,None,Lumberjack Beard,4,16.9,27.9,20.8,1.1,14.4,2.0,1.7,62.9,1.1,91.5,1.5
7547,1505,228.40,QmTSgHvkYHEyxS3TdJ1hznkB1XXW7vXaraFiEwHV9vgdNP/7547,No,Lime,Hay Snow,XX,None,None,Jack,None,Blue Jumper,None,Lumberjack Beard,4,16.2,10.9,20.8,1.1,14.4,2.0,1.7,67.1,1.1,91.5,1.5
3922,1582,225.78,QmTSgHvkYHEyxS3TdJ1hznkB1XXW7vXaraFiEwHV9vgdNP/3922,No,Purple,Hay Snow,XX,None,None,Jack,None,Green Turtleneck,None,Lumberjack Beard,4,17.8,10.9,20.8,1.1,14.4,2.0,1.7,62.9,1.1,91.5,1.5
2082,2111,211.54,QmTSgHvkYHEyxS3TdJ1hznkB1XXW7vXaraFiEwHV9vgdNP/2082,No,Mint,Flappy Treasure,XX,None,None,Jack,Purple Beanie,None,None,Lumberjack Beard,4,16.6,14.6,20.8,1.1,14.4,2.0,46.0,1.8,1.1,91.5,1.5
1122,54,852.58,QmTSgHvkYHEyxS3TdJ1hznkB1XXW7vXaraFiEwHV9vgdNP/1122,No,Light Blue,Hay Blue,==,Naked,Rainbow Puke,Jack,None,None,None,None,5,17.2,29.6,17.2,43.8,732.3,2.0,1.7,1.8,1.1,1.1,4.9
2963,138,446.44,QmTSgHvkYHEyxS3TdJ1hznkB1XXW7vXaraFiEwHV9vgdNP/2963,No,Lime,Hay Pastel,==,Smol Brain,Surprised,Jenny,None,None,None,None,5,16.2,19.4,17.2,350.2,30.9,2.0,1.7,1.8,1.1,1.1,4.9
7809,143,444.42,QmTSgHvkYHEyxS3TdJ1hznkB1XXW7vXaraFiEwHV9vgdNP/7809,No,Starry Plum,Hay Treasure,==,Smol Brain,Yawn,Jenny,None,None,None,None,5,30.7,17.1,17.2,350.2,16.6,2.0,1.7,1.8,1.1,1.1,4.9
4030,160,435.49,QmTSgHvkYHEyxS3TdJ1hznkB1XXW7vXaraFiEwHV9vgdNP/4030,No,Lavender,Hay Care,==,Fem Swol Body,Natural,Jenny,None,None,None,None,4,16.4,51.6,17.2,335.6,5.4,2.0,1.7,1.8,1.1,1.1,1.5
7197,165,434.27,QmTSgHvkYHEyxS3TdJ1hznkB1XXW7vXaraFiEwHV9vgdNP/7197,No,Carob,Hay Care,==,None,Simple Smile,Jenny,None,Moo,None,None,5,17.7,51.6,17.2,1.1,26.2,2.0,1.7,309.8,1.1,1.1,4.9
7206,194,421.94,QmTSgHvkYHEyxS3TdJ1hznkB1XXW7vXaraFiEwHV9vgdNP/7206,No,Purple,Hay Purple,==,Smol Brain,Sweetie,Jack,None,None,None,None,4,17.8,10.7,17.2,350.2,16.9,2.0,1.7,1.8,1.1,1.1,1.5
3579,203,415.79,QmTSgHvkYHEyxS3TdJ1hznkB1XXW7vXaraFiEwHV9vgdNP/3579,No,Lime,Flappy Cool,==,Moby Donk,Disagree,Jack,None,None,None,None,4,16.2,15.2,17.2,335.6,22.4,2.0,1.7,1.8,1.1,1.1,1.5
4681,210,413.45,QmTSgHvkYHEyxS3TdJ1hznkB1XXW7vXaraFiEwHV9vgdNP/4681,No,Magenta,Hay Purple,==,Fem Swol Body,Disagree,Jenny,None,None,None,None,4,18.4,10.7,17.2,335.6,22.4,2.0,1.7,1.8,1.1,1.1,1.5
2020,246,390.08,QmTSgHvkYHEyxS3TdJ1hznkB1XXW7vXaraFiEwHV9vgdNP/2020,No,Lavender,Flappy Mud,==,None,Shy,Jack,Chain,None,None,None,2,16.4,27.9,17.2,1.1,28.6,2.0,143.8,1.8,1.1,1.1,149.2
5755,248,389.72,QmTSgHvkYHEyxS3TdJ1hznkB1XXW7vXaraFiEwHV9vgdNP/5755,No,Light Blue,Hay Purple,==,None,Bubble Gum,Jenny,None,Moo,None,None,4,17.2,10.7,17.2,1.1,26.4,2.0,1.7,309.8,1.1,1.1,1.5
3071,250,388.81,QmTSgHvkYHEyxS3TdJ1hznkB1XXW7vXaraFiEwHV9vgdNP/3071,No,Starry Red,Droopy Warm,==,None,Natural,Jenny,None,Moo,None,None,4,33.6,14.4,17.2,1.1,5.4,2.0,1.7,309.8,1.1,1.1,1.5
941,278,371.46,QmTSgHvkYHEyxS3TdJ1hznkB1XXW7vXaraFiEwHV9vgdNP/941,No,Light Blue,Hay Snow,==,None,Simple Smile,Jack,Chain,None,None,None,2,17.2,10.9,17.2,1.1,26.2,2.0,143.8,1.8,1.1,1.1,149.2
513,297,361.53,QmTSgHvkYHEyxS3TdJ1hznkB1XXW7vXaraFiEwHV9vgdNP/513,No,Chamomile,Flappy Cool,==,None,Grin,Jenny,Bejeweled,None,None,None,2,16.3,15.2,17.2,1.1,28.8,2.0,127.9,1.8,1.1,1.1,149.2
7440,335,344.56,QmTSgHvkYHEyxS3TdJ1hznkB1XXW7vXaraFiEwHV9vgdNP/7440,No,Metropol Night,Hay Warm,==,None,Yawn,Jenny,Carrot Headset,None,None,None,2,24.4,10.0,17.2,1.1,16.6,2.0,120.2,1.8,1.1,1.1,149.2
3538,359,333.12,QmTSgHvkYHEyxS3TdJ1hznkB1XXW7vXaraFiEwHV9vgdNP/3538,No,Sky Sunset,Flappy Oreo,==,None,Simple Smile,Jack,None,None,Choco Donut,None,4,65.0,85.7,17.2,1.1,26.2,2.0,1.7,1.8,129.9,1.1,1.5
2683,405,317.26,QmTSgHvkYHEyxS3TdJ1hznkB1XXW7vXaraFiEwHV9vgdNP/2683,No,Chamomile,Droopy Blue,==,None,WTF,Jack,None,Blue Carrot Blanket,None,None,4,16.3,39.9,17.2,1.1,77.5,2.0,1.7,157.9,1.1,1.1,1.5
758,426,312.12,QmTSgHvkYHEyxS3TdJ1hznkB1XXW7vXaraFiEwHV9vgdNP/758,No,Starry Sand,Hay Treasure,==,None,Natural,Jack,Laptop,None,None,None,4,33.7,17.1,17.2,1.1,5.4,2.0,230.1,1.8,1.1,1.1,1.5
5545,427,312.04,QmTSgHvkYHEyxS3TdJ1hznkB1XXW7vXaraFiEwHV9vgdNP/5545,No,Blue,Hay Treasure,==,None,Slurpee,Jack,Wizardonk,None,None,None,4,16.8,17.1,17.2,1.1,60.6,2.0,191.8,1.8,1.1,1.1,1.5
2635,500,300.63,QmTSgHvkYHEyxS3TdJ1hznkB1XXW7vXaraFiEwHV9vgdNP/2635,No,Metropol Night,Hay Snow,==,None,Natural,Jenny,None,None,Carrot,None,5,24.4,10.9,17.2,1.1,5.4,2.0,1.7,1.8,230.1,1.1,4.9
4147,547,294.42,QmTSgHvkYHEyxS3TdJ1hznkB1XXW7vXaraFiEwHV9vgdNP/4147,No,Starry Plum,Hay Purple,==,Super Saiyan,WTF,Jack,None,None,None,None,4,30.7,10.7,17.2,149.2,77.5,2.0,1.7,1.8,1.1,1.1,1.5
